Plataforma,Ventas_japonesas,Calificacion_critica
PS2,380000.0,66.0
PS2,380000.0,86.0
PS2,30000.0,75.0
PS2,260000.0,87.0
PS2,220000.0,71.0
PS2,410000.0,75.0
PS2,40000.0,87.0
PS2,210000.0,63.0
PS2,550000.0,70.0
PS2,10000.0,50.0
PS2,640000.0,55.0
PS2,510000.0,72.0
PS2,200000.0,64.0
PS2,390000.0,83.0
PS2,340000.0,75.0
PS2,360000.0,90.0
PS2,740000.0,75.0
PS2,20000.0,70.0
PS2,230000.0,78.0
PS2,560000.0,45.0
PS2,130000.0,78.0
PS2,300000.0,81.0
PS2,170000.0,86.0
PS2,10000.0,68.0
PS2,610000.0,66.0
PS2,360000.0,58.0
PS2,200000.0,76.0
PS2,230000.0,74.0
PS2,300000.0,63.0
PS2,290000.0,74.0
PS2,260000.0,63.0
PS2,340000.0,81.0
PS2,380000.0,82.0
PS2,160000.0,89.0
PS2,150000.0,93.0
PS2,290000.0,78.0
PS2,570000.0,58.0
PS2,160000.0,73.0
PS2,10000.0,77.0
PS2,140000.0,58.0
PS2,470000.0,58.0
PS2,570000.0,78.0
PS2,350000.0,57.0
PS2,170000.0,58.0
PS2,90000.0,83.0
PS2,260000.0,56.0
PS2,150000.0,94.0
PS2,120000.0,67.0
PS2,250000.0,75.0
PS2,160000.0,87.0
PS2,180000.0,78.0
PS2,20000.0,82.0
PS2,250000.0,74.0
PS2,200000.0,75.0
PS2,50000.0,78.0
PS2,280000.0,68.0
PS2,240000.0,77.0
PS2,350000.0,72.0
PS2,190000.0,72.0
PS2,380000.0,75.0
PS2,390000.0,84.0
PS2,60000.0,83.0
PS2,200000.0,71.0
PS2,170000.0,70.0
PS2,360000.0,72.0
PS2,250000.0,71.0
PS2,290000.0,57.0
PS2,50000.0,70.0
PS2,110000.0,82.0
PS2,190000.0,75.0
PS2,10000.0,66.0
PS2,60000.0,62.0
PS2,250000.0,82.0
PS2,250000.0,68.0
PS2,190000.0,72.0
PS2,20000.0,59.0
PS2,180000.0,81.0
PS2,210000.0,48.0
PS2,140000.0,77.0
PS2,80000.0,70.0
PS2,190000.0,76.0
PS2,50000.0,71.0
PS2,160000.0,87.0
PS2,150000.0,59.0
PS2,120000.0,62.0
PS2,190000.0,77.0
PS2,250000.0,52.0
PS2,80000.0,91.0
PS2,230000.0,59.0
PS2,150000.0,84.0
PS2,120000.0,69.0
PS2,150000.0,85.0
PS2,160000.0,72.0
PS2,320000.0,71.0
PS2,190000.0,77.0
PS2,100000.0,62.0
PS2,250000.0,67.0
PS2,150000.0,81.0
PS2,160000.0,79.0
PS2,100000.0,73.0
PS2,30000.0,69.0
PS2,170000.0,65.0
PS2,140000.0,77.0
PS2,30000.0,46.0
PS2,140000.0,73.0
PS2,180000.0,64.0
PS2,100000.0,87.0
PS2,170000.0,61.0
PS2,80000.0,50.0
PS2,150000.0,66.0
PS2,30000.0,78.0
PS2,120000.0,68.0
PS2,70000.0,68.0
PS2,20000.0,75.0
PS2,50000.0,70.0
PS2,40000.0,75.0
PS2,190000.0,68.0
PS2,190000.0,55.0
PS2,110000.0,55.0
PS2,80000.0,59.0
PS2,100000.0,67.0
PS2,60000.0,71.0
PS2,90000.0,48.0
PS2,20000.0,72.0
PS2,30000.0,71.0
PS2,40000.0,77.0
PS2,50000.0,67.0
PS2,20000.0,60.0
PS2,20000.0,81.0
PS2,20000.0,61.0
PS2,110000.0,80.0
PS2,60000.0,69.0
PS2,70000.0,71.0
PS2,20000.0,57.0
PS2,50000.0,58.0
PS2,100000.0,64.0
PS2,100000.0,71.0
PS2,40000.0,64.0
PS2,50000.0,66.0
PS2,80000.0,70.0
PS2,70000.0,69.0
PS2,70000.0,73.0
PS2,20000.0,67.0
PS2,10000.0,81.0
PS2,30000.0,79.0
PS2,40000.0,77.0
PS2,30000.0,53.0
PS2,40000.0,64.0
PS2,30000.0,32.0
PS2,30000.0,63.0
PS2,20000.0,40.0
PS2,10000.0,80.0
PS2,10000.0,53.0
